"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"REPH","Recro Pharma, Inc.","8.3","$158.76M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/reph",
"RHT","Red Hat, Inc.","142.71","$25.26B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/rht",
"RLH","Red Lion Hotels Corporation","10.65","$251.62M","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/rlh",
"RRGB","Red Robin Gourmet Burgers, Inc.","53.65","$694.02M","2002","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/rrgb",
"RRR","Red Rock Resorts, Inc.","34.23","$3.98B","2016","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/rrr",
"RDFN","Redfin Corporation","22.95","$1.87B","2017","Finance","Real Estate","https://www.nasdaq.com/symbol/rdfn",
"RDHL","Redhill Biopharma Ltd.","6.12","$130.19M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdhl",
"RWT","Redwood Trust, Inc.","15.32","$1.18B","1995","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rwt",
"REED","Reeds, Inc.","1.6","$39.39M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/reed",
"RBC","Regal Beloit Corporation","74.7","$3.31B","n/a","Consumer Durables","Metal Fabrications","https://www.nasdaq.com/symbol/rbc",
"RGC","Regal Entertainment Group","22.93","$3.61B","2002","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/rgc",
"RWGE","Regalwood Global Energy Ltd.","9.61","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/rwge",
"RWGE.U","Regalwood Global Energy Ltd.","n/a","n/a","2017","n/a","n/a","https://www.nasdaq.com/symbol/rwge.u",
"RWGE.WS","Regalwood Global Energy Ltd.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rwge.ws",
"REG","Regency Centers Corporation","58.04","$9.95B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/reg",
"REGN","Regeneron Pharmaceuticals, Inc.","332.15","$35.77B","1991","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/regn",
"RGNX","REGENXBIO Inc.","26.85","$836.25M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/rgnx",
"RHE","Regional Health Properties, Inc.","0.201","$4M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rhe",
"RHE^A","Regional Health Properties, Inc.","7.5999","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rhe^a",
"RM","Regional Management Corp.","31.82","$371.24M","2012","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/rm",
"RF","Regions Financial Corporation","19.45","$22.06B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rf",
"RF^A","Regions Financial Corporation","25.58","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rf^a",
"RF^B","Regions Financial Corporation","27.2","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rf^b",
"RGS","Regis Corporation","16.5","$770.48M","1991","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/rgs",
"RGLS","Regulus Therapeutics Inc.","1.2","$124.75M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rgls",
"RGA","Reinsurance Group of America, Incorporated","155.51","$10.02B","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rga",
"RZA","Reinsurance Group of America, Incorporated","28.23","n/a","n/a","Finance","Life Insurance","https://www.nasdaq.com/symbol/rza",
"RZB","Reinsurance Group of America, Incorporated","26.74","n/a","2016","Finance","Life Insurance","https://www.nasdaq.com/symbol/rzb",
"REIS","Reis, Inc","18.8","$215.6M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/reis",
"RS","Reliance Steel & Aluminum Co.","94.57","$6.9B","1994","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/rs",
"RBNC","Reliant Bancorp, Inc.","24","$286.86M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rbnc",
"RELV","Reliv&#39; International, Inc.","5.33","$9.83M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/relv",
"RWC","RELM Wireless Corporation","3.7","$51.22M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/rwc",
"RENX","RELX N.V.","20.94","$42.11B","2015","Consumer Services","Publishing","https://www.nasdaq.com/symbol/renx",
"RELX","RELX PLC","20.97","$44.5B","2015","Consumer Services","Publishing","https://www.nasdaq.com/symbol/relx",
"MARK","Remark Holdings, Inc.","7.34","$200.55M","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/mark",
"RNR","RenaissanceRe Holdings Ltd.","131.29","$5.25B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rnr",
"RNR^C","RenaissanceRe Holdings Ltd.","25.31","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnr^c",
"RNR^E","RenaissanceRe Holdings Ltd.","23.76","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rnr^e",
"RNST","Renasant Corporation","42.85","$2.11B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/rnst",
"SOL","Renesola Ltd.","2.4","$48.77M","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"REGI","Renewable Energy Group, Inc.","11.65","$452.4M","2012","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/regi",
"ABAC","Renmin Tianli Group, Inc.","2.15","$17.17M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/abac",
"RCG","RENN Fund, Inc.","1.33","$5.94M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rcg",
"RENN","Renren Inc.","9.53","$651.24M","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"RCII","Rent-A-Center Inc.","9.55","$509.13M","1995","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/rcii",
"RGEN","Repligen Corporation","32.75","$1.43B","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/rgen",
"RBCAA","Republic Bancorp, Inc.","39.08","$815.23M","1998","Finance","Major Banks","https://www.nasdaq.com/symbol/rbcaa",
"FRBK","Republic First Bancorp, Inc.","8.525","$485.84M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/frbk",
"RSG","Republic Services, Inc.","65.14","$21.58B","1998","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/rsg",
"REFR","Research Frontiers Incorporated","0.9559","$22.98M","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/refr",
"RSLS","ReShape Lifesciences Inc.","1.44","$43.14M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/rsls",
"RMD","ResMed Inc.","93.81","$13.41B","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rmd",
"REN           ","Resolute Energy Corporation","35.14","$790.79M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ren",
"RFP","Resolute Forest Products Inc.","8.2","$740.51M","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/rfp",
"RESN","Resonant Inc.","4.71","$90.65M","2014","Technology","Semiconductors","https://www.nasdaq.com/symbol/resn",
"RSO","Resource Capital Corp.","8.98","$281.83M","2006","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rso",
"RSO^B","Resource Capital Corp.","24.39","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rso^b",
"RSO^C","Resource Capital Corp.","25.3235","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rso^c",
"RECN","Resources Connection, Inc.","15.6","$489.44M","2000","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/recn",
"QSR","Restaurant Brands International Inc.","59.02","$14.39B","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/qsr",
"HAIR","Restoration Robotics, Inc.","4.63","$133.95M","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/hair",
"TORC","resTORbio, Inc.","18.76","$510.2M","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/torc",
"ROIC","Retail Opportunity Investments Corp.","17.62","$1.98B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/roic",
"RPAI","Retail Properties of America, Inc.","12.3","$2.7B","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rpai",
"RETO","ReTo Eco-Solutions, Inc.","8.58","$191.68M","2017","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/reto",
"RVP","Retractable Technologies, Inc.","0.8405","$27.46M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/rvp",
"RTRX","Retrophin, Inc.","22.75","$894.23M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rtrx",
"REVG","REV Group, Inc.","26.61","$1.72B","2017","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/revg",
"RVNC","Revance Therapeutics, Inc.","31.2","$1.14B","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rvnc",
"RVEN","Reven Housing REIT, Inc.","4.4","$47.23M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rven",
"REV","Revlon, Inc.","20.6","$1.08B","1996","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/rev",
"RVLT","Revolution Lighting Technologies, Inc.","3.86","$86.28M","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/rvlt",
"RWLK","ReWalk Robotics Ltd","1.125","$24.82M","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rwlk",
"REX","REX American Resources Corporation","81.83","$537.36M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/rex",
"REXX","Rex Energy Corporation","0.99","$9.84M","2007","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rexx",
"RNN","Rexahn Pharmaceuticals, Inc.","1.78","$56.47M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rnn",
"REXR","Rexford Industrial Realty, Inc.","27.94","$2.19B","2013","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rexr",
"REXR^A","Rexford Industrial Realty, Inc.","23.5264","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rexr^a",
"REXR^B","Rexford Industrial Realty, Inc.","22.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rexr^b",
"RXN","Rexnord Corporation","27.96","$2.91B","2012","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rxn",
"RXN^A","Rexnord Corporation","60.97","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rxn^a",
"RFIL","RF Industries, Ltd.","3.25","$28.83M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/rfil",
"RGCO","RGC Resources Inc.","24.27","$176.28M","n/a","Public Utilities","Oil & Gas Production","https://www.nasdaq.com/symbol/rgco",
"RH","RH","93.34","$1.99B","2012","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/rh",
"RYTM","Rhythm Pharmaceuticals, Inc.","26.26","$716.48M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rytm",
"RBBN","Ribbon Communications Inc. ","7.08","$726.24M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rbbn",
"RMP","Rice Midstream Partners LP","20.71","$2.12B","2014","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/rmp",
"RIBT","RiceBran Technologies","1.41","$23.81M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","0.118","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","8.01","$103.54M","1983","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rell",
"RIGL","Rigel Pharmaceuticals, Inc.","3.87","$566.92M","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rigl",
"RNET","RigNet, Inc.","14.35","$261.53M","2010","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/rnet",
"RMNI","Rimini Street, Inc.","8.46","$495.59M","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rmni",
"REI","Ring Energy, Inc.","15.81","$856.27M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rei",
"RNG","Ringcentral, Inc.","63.1","$4.88B","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/rng",
"RIO","Rio Tinto Plc","57.82","$77.93B","2002","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/rio",
"RIOT","Riot Blockchain, Inc","11.46","$110.7M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/riot",
"REDU","RISE Education Cayman Ltd","16.39","$901.45M","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/redu",
"RBA","Ritchie Bros. Auctioneers Incorporated","32.36","$3.47B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rba",
"RAD","Rite Aid Corporation","2.13","$2.27B","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/rad",
"RTTR","Ritter Pharmaceuticals, Inc.","0.316","$15.64M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rttr",
"RMPL^","RiverNorth Marketplace Lending Corporation","25.4","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rmpl^",
"RIV","RiverNorth Opportunities Fund, Inc.","20.71","$110.18M","2015","n/a","n/a","https://www.nasdaq.com/symbol/riv",
"OPP","RiverNorth/DoubleLine Strategic Opportunity Fund, Inc.","18.07","$199.02M","2016","n/a","n/a","https://www.nasdaq.com/symbol/opp",
"RVSB","Riverview Bancorp Inc","9.31","$210.12M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/rvsb",
"RLI","RLI Corp.","62.54","$2.76B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/rli",
"RLJE","RLJ Entertainment, Inc.","3.89","$54.74M","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/rlje",
"RLJ","RLJ Lodging Trust","21.83","$3.82B","2011","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rlj",
"RLJ^A","RLJ Lodging Trust","25.57","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rlj^a",
"RMGN","RMG Networks Holding Corporation","0.9006","$10.05M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rmgn",
"RIF","RMR Real Estate Income Fund","16.76","$170.99M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rif",
"RRTS","Roadrunner Transportation Systems, Inc","3.78","$145.24M","2010","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/rrts",
"RHI","Robert Half International Inc.","56.2","$7.04B","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/rhi",
"ROBO","ROBO Global Robotics and Automation Index ETF","42.87","$197.2M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/robo",
"RCKT","Rocket Pharmaceuticals, Inc.","17.19","$29.25M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rckt",
"ROK","Rockwell Automation, Inc.","185.56","$23.71B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rok",
"COL","Rockwell Collins, Inc.","135.92","$22.28B","n/a","Capital Goods","Military/Government/Technical","https://www.nasdaq.com/symbol/col",
"RMTI","Rockwell Medical, Inc.","5.71","$295.56M","1998","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/rmti",
"RCKY","Rocky Brands, Inc.","16.5","$122.01M","1993","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/rcky",
"RMCF","Rocky Mountain Chocolate Factory, Inc.","12.58","$74.27M","n/a","Consumer Non-Durables","Specialty Foods","https://www.nasdaq.com/symbol/rmcf",
"RCI","Rogers Communication, Inc.","46.11","$18.55B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/rci",
"ROG","Rogers Corporation","157.51","$2.87B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/rog",
"ROKU","Roku, Inc.","48.13","$4.71B","2017","Consumer Services","Television Services","https://www.nasdaq.com/symbol/roku",
"ROL","Rollins, Inc.","49.89","$10.87B","n/a","Finance","Diversified Commercial Services","https://www.nasdaq.com/symbol/rol",
"ROP","Roper Technologies, Inc.","276.31","$28.28B","1992","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rop",
"ROSE","Rosehill Resources Inc.","7.15","$256.79M","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rose",
"ROSEU","Rosehill Resources Inc.","11.26","n/a","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/roseu",
"ROSEW","Rosehill Resources Inc.","0.9038","n/a","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rosew",
"ROSG","Rosetta Genomics Ltd.","0.46","$2.73M","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rosg",
"RST","Rosetta Stone","13.78","$307.28M","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/rst",
"ROST","Ross Stores, Inc.","80.17","$30.64B","1985","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/rost",
"RDC","Rowan Companies plc","12.77","$1.61B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rdc",
"RY","Royal Bank Of Canada","79.98","$115.54B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/ry",
"RY^T","Royal Bank Of Canada","30.3224","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ry^t",
"RBS","Royal Bank Scotland plc (The)","7.87","$47.09B","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/rbs",
"RBS^S","Royal Bank Scotland plc (The)","25.62","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rbs^s",
"RCL","Royal Caribbean Cruises Ltd.","131.68","$28.09B","1993","Consumer Services","Marine Transportation","https://www.nasdaq.com/symbol/rcl",
"RDS.A","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rds.a",
"RDS.B","Royal Dutch Shell PLC","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rds.b",
"RGLD","Royal Gold, Inc.","84.99","$5.56B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/rgld",
"RGT","Royce Global Value Trust, Inc.","11.15","$116.13M","2013","n/a","n/a","https://www.nasdaq.com/symbol/rgt",
"RMT","Royce Micro-Cap Trust, Inc.","9.44","$362.58M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/rmt",
"RVT","Royce Value Trust, Inc.","16.17","$1.34B","1986","n/a","n/a","https://www.nasdaq.com/symbol/rvt",
"RES","RPC, Inc.","18.78","$4.07B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/res",
"RPM","RPM International Inc.","50.86","$6.8B","n/a","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/rpm",
"RPXC","RPX Corporation","13.07","$647.31M","2011","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/rpxc",
"RSPP","RSP Permian, Inc.","35.19","$5.58B","2014","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/rspp",
"RTIX","RTI Surgical, Inc.","4.65","$282.87M","2000","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rtix",
"RBCN","Rubicon Technology, Inc.","7.15","$19.54M","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/rbcn",
"RTEC","Rudolph Technologies, Inc.","25.8","$814.94M","1999","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/rtec",
"RMBL","RumbleOn, Inc.","3.75","$48.48M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/rmbl",
"RUSHA","Rush Enterprises, Inc.","42.77","$1.7B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/rusha",
"RUSHB","Rush Enterprises, Inc.","40.32","$1.61B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/rushb",
"RUTH","Ruth&#39;s Hospitality Group, Inc.","22.7","$710.02M","2005","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/ruth",
"RXII","RXi Pharmaceuticals Corporation","3.22","$763053.06","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rxii",
"RXIIW","RXi Pharmaceuticals Corporation","0.62","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rxiiw",
"RYAAY","Ryanair Holdings plc","124.69","$29.49B","1997","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/ryaay",
"RYB","RYB Education, Inc.","19.18","$549.77M","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ryb",
"R","Ryder System, Inc.","76.43","$4.05B","n/a","Consumer Services","Rental/Leasing Companies","https://www.nasdaq.com/symbol/r",
"RYI","Ryerson Holding Corporation","11.7","$435.34M","2014","Basic Industries","Metal Fabrications","https://www.nasdaq.com/symbol/ryi",
"RHP","Ryman Hospitality Properties, Inc.","69.73","$3.57B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/rhp",
"SPGI","S&P Global Inc.","189.28","$48.06B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/spgi",
"STBA","S&T Bancorp, Inc.","40.47","$1.42B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/stba",
"SANW","S&W Seed Company","3.6","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/sanw",
"SCAC","Saban Capital Acquisition Corp.","9.9","$309.31M","2016","Finance","Business Services","https://www.nasdaq.com/symbol/scac",
"SCACU","Saban Capital Acquisition Corp.","10.5199","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/scacu",
"SCACW","Saban Capital Acquisition Corp.","1.0047","n/a","2016","Finance","Business Services","https://www.nasdaq.com/symbol/scacw",
"SBR","Sabine Royalty Trust","43.7","$637.12M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbr",
"SBRA","Sabra Health Care REIT, Inc.","17","$3.03B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbra",
"SBRAP","Sabra Health Care REIT, Inc.","24.9945","$143.72M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbrap",
"SABR","Sabre Corporation","23.26","$6.39B","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sabr",
"SACH","Sachem Capital Corp.","3.62","$55.8M","2017","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sach",
"SAEX","SAExploration Holdings, Inc.","1.63","$16.69M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/saex",
"SB","Safe Bulkers, Inc","3.57","$362.45M","2008","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sb",
"SB^B.CL","Safe Bulkers, Inc","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^b.cl",
"SB^C","Safe Bulkers, Inc","23.27","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^c",
"SB^D","Safe Bulkers, Inc","22.75","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sb^d",
"SFE","Safeguard Scientifics, Inc.","11.65","$237.8M","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/sfe",
"SAFT","Safety Insurance Group, Inc.","74.45","$1.13B","2002","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/saft",
"SAFE","Safety, Income & Growth Inc.","16.32","$296.86M","2017","Consumer Services","Real Estate","https://www.nasdaq.com/symbol/safe",
"SGA","Saga Communications, Inc.","40.4","$238.64M","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/sga",
"SAGE","Sage Therapeutics, Inc.","162.37","$7.39B","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sage",
"SAIA","Saia, Inc.","74.05","$1.89B","n/a","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/saia",
"SAIL","SailPoint Technologies Holdings, Inc.","16.3","$1.39B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sail",
"SALM","Salem Media Group, Inc.","4.625","$121.01M","1999","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/salm",
"CRM","Salesforce.com Inc","112.86","$81.52B","2004","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/crm",
"SMM","Salient Midstream & MLP Fund","10.48","$185.73M","2012","n/a","n/a","https://www.nasdaq.com/symbol/smm",
"SAL","Salisbury Bancorp, Inc.","45.695","$127.3M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sal",
"SBH","Sally Beauty Holdings, Inc.","17.2","$2.15B","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/sbh",
"SJT","San Juan Basin Royalty Trust","9.24","$430.67M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sjt",
"SN","Sanchez Energy Corporation","3.51","$295.29M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sn",
"SNMP","Sanchez Midstream Partners LP","11.7","$172.9M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/snmp",
"SAFM","Sanderson Farms, Inc.","133.41","$3.05B","1987","Consumer Non-Durables","Meat/Poultry/Fish","https://www.nasdaq.com/symbol/safm",
"SD","SandRidge Energy, Inc.","15.45","$551.04M","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sd",
"SDT","SandRidge Mississippian Trust I","0.8438","$23.63M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdt",
"SDR","SandRidge Mississippian Trust II","0.93","$46.24M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdr",
"PER","SandRidge Permian Trust","2.125","$111.56M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/per",
"SAND          ","Sandstorm Gold Ltd","4.83","$882.37M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sand",
"SASR","Sandy Spring Bancorp, Inc.","39.08","$1.36B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","23.3","$1.97B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","26.6","$1.9B","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.3932","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","39.91","$99.7B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sny",
